date,production_cost_usd,power_gw,annualized_twh,energy_price_usd_kwh,btc_issued_per_day,source
2018-03-06,1962.52,2.944,25.79,0.0500,1800.0000,backfill-mempool
2018-03-07,1973.04,2.960,25.93,0.0500,1800.0000,backfill-mempool
2018-03-08,2027.99,3.042,26.65,0.0500,1800.0000,backfill-mempool
2018-03-09,1840.99,2.761,24.19,0.0500,1800.0000,backfill-mempool
2018-03-10,1760.32,2.640,23.13,0.0500,1800.0000,backfill-mempool
2018-03-11,1903.23,2.855,25.01,0.0500,1800.0000,backfill-mempool
2018-03-12,2026.60,3.040,26.63,0.0500,1800.0000,backfill-mempool
2018-03-13,1997.89,2.997,26.25,0.0500,1800.0000,backfill-mempool
2018-03-14,1786.36,2.680,23.47,0.0500,1800.0000,backfill-mempool
2018-03-15,1797.97,2.697,23.63,0.0500,1800.0000,backfill-mempool
2018-03-16,1976.17,2.964,25.97,0.0500,1800.0000,backfill-mempool
2018-03-17,1850.78,2.776,24.32,0.0500,1800.0000,backfill-mempool
2018-03-18,1946.40,2.920,25.58,0.0500,1800.0000,backfill-mempool
2018-03-19,2063.23,3.095,27.11,0.0500,1800.0000,backfill-mempool
2018-03-20,1665.89,2.499,21.89,0.0500,1800.0000,backfill-mempool
2018-03-21,2009.73,3.015,26.41,0.0500,1800.0000,backfill-mempool
2018-03-22,1880.77,2.821,24.71,0.0500,1800.0000,backfill-mempool
2018-03-23,1754.85,2.632,23.06,0.0500,1800.0000,backfill-mempool
2018-03-24,2064.06,3.096,27.12,0.0500,1800.0000,backfill-mempool
2018-03-25,1834.92,2.752,24.11,0.0500,1800.0000,backfill-mempool
2018-03-26,1922.23,2.883,25.26,0.0500,1800.0000,backfill-mempool
2018-03-27,2003.32,3.005,26.32,0.0500,1800.0000,backfill-mempool
2018-03-28,1811.47,2.717,23.80,0.0500,1800.0000,backfill-mempool
2018-03-29,1991.44,2.987,26.17,0.0500,1800.0000,backfill-mempool
2018-03-30,2130.39,3.196,27.99,0.0500,1800.0000,backfill-mempool
2018-03-31,1692.39,2.539,22.24,0.0500,1800.0000,backfill-mempool
2018-04-01,2145.22,3.218,28.19,0.0500,1800.0000,backfill-mempool
2018-04-02,2096.85,3.145,27.55,0.0500,1800.0000,backfill-mempool
2018-04-03,2166.11,3.249,28.46,0.0500,1800.0000,backfill-mempool
2018-04-04,1969.58,2.954,25.88,0.0500,1800.0000,backfill-mempool
2018-04-05,2087.04,3.131,27.42,0.0500,1800.0000,backfill-mempool
2018-04-06,1847.81,2.772,24.28,0.0500,1800.0000,backfill-mempool
2018-04-07,2416.55,3.625,31.75,0.0500,1800.0000,backfill-mempool
2018-04-08,2162.62,3.244,28.42,0.0500,1800.0000,backfill-mempool
2018-04-09,1955.37,2.933,25.69,0.0500,1800.0000,backfill-mempool
2018-04-10,2188.40,3.283,28.76,0.0500,1800.0000,backfill-mempool
2018-04-11,2154.46,3.232,28.31,0.0500,1800.0000,backfill-mempool
2018-04-12,2086.80,3.130,27.42,0.0500,1800.0000,backfill-mempool
2018-04-13,2191.90,3.288,28.80,0.0500,1800.0000,backfill-mempool
2018-04-14,2016.92,3.025,26.50,0.0500,1800.0000,backfill-mempool
2018-04-15,2330.79,3.496,30.63,0.0500,1800.0000,backfill-mempool
2018-04-16,2066.84,3.100,27.16,0.0500,1800.0000,backfill-mempool
2018-04-17,2380.24,3.570,31.28,0.0500,1800.0000,backfill-mempool
2018-04-18,2333.74,3.501,30.67,0.0500,1800.0000,backfill-mempool
2018-04-19,2603.95,3.906,34.22,0.0500,1800.0000,backfill-mempool
2018-04-20,1999.54,2.999,26.27,0.0500,1800.0000,backfill-mempool
2018-04-21,2356.13,3.534,30.96,0.0500,1800.0000,backfill-mempool
2018-04-22,2311.79,3.468,30.38,0.0500,1800.0000,backfill-mempool
2018-04-23,2240.74,3.361,29.44,0.0500,1800.0000,backfill-mempool
2018-04-24,2344.59,3.517,30.81,0.0500,1800.0000,backfill-mempool
2018-04-25,1841.68,2.763,24.20,0.0500,1800.0000,backfill-mempool
2018-04-26,2034.41,3.052,26.73,0.0500,1800.0000,backfill-mempool
2018-04-27,2098.48,3.148,27.57,0.0500,1800.0000,backfill-mempool
2018-04-28,1960.77,2.941,25.76,0.0500,1800.0000,backfill-mempool
2018-04-29,2427.93,3.642,31.90,0.0500,1800.0000,backfill-mempool
2018-04-30,2386.68,3.580,31.36,0.0500,1800.0000,backfill-mempool
2018-05-01,2412.73,3.619,31.70,0.0500,1800.0000,backfill-mempool
2018-05-02,2148.79,3.223,28.24,0.0500,1800.0000,backfill-mempool
2018-05-03,2304.38,3.457,30.28,0.0500,1800.0000,backfill-mempool
2018-05-04,2142.73,3.214,28.16,0.0500,1800.0000,backfill-mempool
2018-05-05,2436.19,3.654,32.01,0.0500,1800.0000,backfill-mempool
2018-05-06,2114.14,3.171,27.78,0.0500,1800.0000,backfill-mempool
2018-05-07,2284.69,3.427,30.02,0.0500,1800.0000,backfill-mempool
2018-05-08,2149.01,3.224,28.24,0.0500,1800.0000,backfill-mempool
2018-05-09,2431.28,3.647,31.95,0.0500,1800.0000,backfill-mempool
2018-05-10,2375.73,3.564,31.22,0.0500,1800.0000,backfill-mempool
2018-05-11,1992.92,2.989,26.19,0.0500,1800.0000,backfill-mempool
2018-05-12,2620.47,3.931,34.43,0.0500,1800.0000,backfill-mempool
2018-05-13,2334.37,3.502,30.67,0.0500,1800.0000,backfill-mempool
2018-05-14,2074.22,3.111,27.26,0.0500,1800.0000,backfill-mempool
2018-05-15,2309.90,3.465,30.35,0.0500,1800.0000,backfill-mempool
2018-05-16,2872.91,4.309,37.75,0.0500,1800.0000,backfill-mempool
2018-05-17,2073.93,3.111,27.25,0.0500,1800.0000,backfill-mempool
2018-05-18,2328.13,3.492,30.59,0.0500,1800.0000,backfill-mempool
2018-05-19,2415.30,3.623,31.74,0.0500,1800.0000,backfill-mempool
2018-05-20,2269.76,3.405,29.82,0.0500,1800.0000,backfill-mempool
2018-05-21,2488.76,3.733,32.70,0.0500,1800.0000,backfill-mempool
2018-05-22,2397.80,3.597,31.51,0.0500,1800.0000,backfill-mempool
2018-05-23,2555.08,3.833,33.57,0.0500,1800.0000,backfill-mempool
2018-05-24,2289.62,3.434,30.09,0.0500,1800.0000,backfill-mempool
2018-05-25,2902.16,4.353,38.13,0.0500,1800.0000,backfill-mempool
2018-05-26,2645.29,3.968,34.76,0.0500,1800.0000,backfill-mempool
2018-05-27,2685.49,4.028,35.29,0.0500,1800.0000,backfill-mempool
2018-05-28,2629.08,3.944,34.55,0.0500,1800.0000,backfill-mempool
2018-05-29,2226.63,3.340,29.26,0.0500,1800.0000,backfill-mempool
2018-05-30,2885.12,4.328,37.91,0.0500,1800.0000,backfill-mempool
2018-05-31,2760.38,4.141,36.27,0.0500,1800.0000,backfill-mempool
2018-06-01,2724.91,4.087,35.81,0.0500,1800.0000,backfill-mempool
2018-06-02,2502.63,3.754,32.88,0.0500,1800.0000,backfill-mempool
2018-06-03,2668.28,4.002,35.06,0.0500,1800.0000,backfill-mempool
2018-06-04,3004.45,4.507,39.48,0.0500,1800.0000,backfill-mempool
2018-06-05,2957.40,4.436,38.86,0.0500,1800.0000,backfill-mempool
2018-06-06,2764.70,4.147,36.33,0.0500,1800.0000,backfill-mempool
2018-06-07,2681.84,4.023,35.24,0.0500,1800.0000,backfill-mempool
2018-06-08,2735.66,4.103,35.95,0.0500,1800.0000,backfill-mempool
2018-06-09,2713.47,4.070,35.65,0.0500,1800.0000,backfill-mempool
2018-06-10,2378.32,3.567,31.25,0.0500,1800.0000,backfill-mempool
2018-06-11,2653.51,3.980,34.87,0.0500,1800.0000,backfill-mempool
2018-06-12,2705.01,4.058,35.54,0.0500,1800.0000,backfill-mempool
2018-06-13,2713.78,4.071,35.66,0.0500,1800.0000,backfill-mempool
2018-06-14,2886.29,4.329,37.93,0.0500,1800.0000,backfill-mempool
2018-06-15,2867.70,4.302,37.68,0.0500,1800.0000,backfill-mempool
2018-06-16,3110.54,4.666,40.87,0.0500,1800.0000,backfill-mempool
2018-06-17,2986.96,4.480,39.25,0.0500,1800.0000,backfill-mempool
2018-06-18,3056.13,4.584,40.16,0.0500,1800.0000,backfill-mempool
2018-06-19,2963.84,4.446,38.94,0.0500,1800.0000,backfill-mempool
2018-06-20,3022.22,4.533,39.71,0.0500,1800.0000,backfill-mempool
2018-06-21,3282.23,4.923,43.13,0.0500,1800.0000,backfill-mempool
2018-06-22,2913.41,4.370,38.28,0.0500,1800.0000,backfill-mempool
2018-06-23,3089.84,4.635,40.60,0.0500,1800.0000,backfill-mempool
2018-06-24,3364.00,5.046,44.20,0.0500,1800.0000,backfill-mempool
2018-06-25,2987.63,4.481,39.26,0.0500,1800.0000,backfill-mempool
2018-06-26,2844.17,4.266,37.37,0.0500,1800.0000,backfill-mempool
2018-06-27,2340.42,3.511,30.75,0.0500,1800.0000,backfill-mempool
2018-06-28,3090.99,4.636,40.62,0.0500,1800.0000,backfill-mempool
2018-06-29,2881.35,4.322,37.86,0.0500,1800.0000,backfill-mempool
2018-06-30,2733.62,4.100,35.92,0.0500,1800.0000,backfill-mempool
2018-07-01,2826.64,4.240,37.14,0.0500,1800.0000,backfill-mempool
2018-07-02,2834.18,4.251,37.24,0.0500,1800.0000,backfill-mempool
2018-07-03,2395.58,3.593,31.48,0.0500,1800.0000,backfill-mempool
2018-07-04,2679.58,4.019,35.21,0.0500,1800.0000,backfill-mempool
2018-07-05,2799.15,4.199,36.78,0.0500,1800.0000,backfill-mempool
2018-07-06,3290.97,4.936,43.24,0.0500,1800.0000,backfill-mempool
2018-07-07,3148.89,4.723,41.38,0.0500,1800.0000,backfill-mempool
2018-07-08,3248.59,4.873,42.69,0.0500,1800.0000,backfill-mempool
2018-07-09,2801.50,4.202,36.81,0.0500,1800.0000,backfill-mempool
2018-07-10,3013.14,4.520,39.59,0.0500,1800.0000,backfill-mempool
2018-07-11,2757.59,4.136,36.23,0.0500,1800.0000,backfill-mempool
2018-07-12,2952.12,4.428,38.79,0.0500,1800.0000,backfill-mempool
2018-07-13,2870.73,4.306,37.72,0.0500,1800.0000,backfill-mempool
2018-07-14,2700.71,4.051,35.49,0.0500,1800.0000,backfill-mempool
2018-07-15,2740.70,4.111,36.01,0.0500,1800.0000,backfill-mempool
2018-07-16,2454.91,3.682,32.26,0.0500,1800.0000,backfill-mempool
2018-07-17,3136.08,4.704,41.21,0.0500,1800.0000,backfill-mempool
2018-07-18,3428.06,5.142,45.04,0.0500,1800.0000,backfill-mempool
2018-07-19,3368.33,5.053,44.26,0.0500,1800.0000,backfill-mempool
2018-07-20,3053.65,4.580,40.12,0.0500,1800.0000,backfill-mempool
2018-07-21,2705.86,4.059,35.55,0.0500,1800.0000,backfill-mempool
2018-07-22,3599.98,5.400,47.30,0.0500,1800.0000,backfill-mempool
2018-07-23,3259.42,4.889,42.83,0.0500,1800.0000,backfill-mempool
2018-07-24,3160.40,4.741,41.53,0.0500,1800.0000,backfill-mempool
2018-07-25,3487.04,5.231,45.82,0.0500,1800.0000,backfill-mempool
2018-07-26,3228.89,4.843,42.43,0.0500,1800.0000,backfill-mempool
2018-07-27,3315.08,4.973,43.56,0.0500,1800.0000,backfill-mempool
2018-07-28,2859.99,4.290,37.58,0.0500,1800.0000,backfill-mempool
2018-07-29,3624.26,5.436,47.62,0.0500,1800.0000,backfill-mempool
2018-07-30,3048.49,4.573,40.06,0.0500,1800.0000,backfill-mempool
2018-07-31,3325.86,4.989,43.70,0.0500,1800.0000,backfill-mempool
2018-08-01,3402.89,5.104,44.71,0.0500,1800.0000,backfill-mempool
2018-08-02,3451.68,5.178,45.36,0.0500,1800.0000,backfill-mempool
2018-08-03,3794.96,5.692,49.87,0.0500,1800.0000,backfill-mempool
2018-08-04,4044.00,6.066,53.14,0.0500,1800.0000,backfill-mempool
2018-08-05,3547.55,5.321,46.61,0.0500,1800.0000,backfill-mempool
2018-08-06,2985.06,4.478,39.22,0.0500,1800.0000,backfill-mempool
2018-08-07,3429.86,5.145,45.07,0.0500,1800.0000,backfill-mempool
2018-08-08,3555.68,5.334,46.72,0.0500,1800.0000,backfill-mempool
2018-08-09,3372.66,5.059,44.32,0.0500,1800.0000,backfill-mempool
2018-08-10,3977.25,5.966,52.26,0.0500,1800.0000,backfill-mempool
2018-08-11,4059.75,6.090,53.35,0.0500,1800.0000,backfill-mempool
2018-08-12,3771.45,5.657,49.56,0.0500,1800.0000,backfill-mempool
2018-08-13,3623.39,5.435,47.61,0.0500,1800.0000,backfill-mempool
2018-08-14,3320.90,4.981,43.64,0.0500,1800.0000,backfill-mempool
2018-08-15,3978.08,5.967,52.27,0.0500,1800.0000,backfill-mempool
2018-08-16,3782.81,5.674,49.71,0.0500,1800.0000,backfill-mempool
2018-08-17,3694.83,5.542,48.55,0.0500,1800.0000,backfill-mempool
2018-08-18,3971.94,5.958,52.19,0.0500,1800.0000,backfill-mempool
2018-08-19,3464.19,5.196,45.52,0.0500,1800.0000,backfill-mempool
2018-08-20,3678.38,5.518,48.33,0.0500,1800.0000,backfill-mempool
2018-08-21,3633.57,5.450,47.75,0.0500,1800.0000,backfill-mempool
2018-08-22,3844.12,5.766,50.51,0.0500,1800.0000,backfill-mempool
2018-08-23,3623.45,5.435,47.61,0.0500,1800.0000,backfill-mempool
2018-08-24,3706.66,5.560,48.71,0.0500,1800.0000,backfill-mempool
2018-08-25,3392.54,5.089,44.58,0.0500,1800.0000,backfill-mempool
2018-08-26,4419.58,6.629,58.07,0.0500,1800.0000,backfill-mempool
2018-08-27,4745.62,7.118,62.36,0.0500,1800.0000,backfill-mempool
2018-08-28,3935.19,5.903,51.71,0.0500,1800.0000,backfill-mempool
2018-08-29,3557.93,5.337,46.75,0.0500,1800.0000,backfill-mempool
2018-08-30,3948.72,5.923,51.89,0.0500,1800.0000,backfill-mempool
2018-08-31,3963.03,5.945,52.07,0.0500,1800.0000,backfill-mempool
2018-09-01,3924.44,5.887,51.57,0.0500,1800.0000,backfill-mempool
2018-09-02,3659.10,5.489,48.08,0.0500,1800.0000,backfill-mempool
2018-09-03,3685.19,5.528,48.42,0.0500,1800.0000,backfill-mempool
2018-09-04,3300.80,4.951,43.37,0.0500,1800.0000,backfill-mempool
2018-09-05,3314.00,4.971,43.55,0.0500,1800.0000,backfill-mempool
2018-09-06,3844.46,5.767,50.52,0.0500,1800.0000,backfill-mempool
2018-09-07,4028.47,6.043,52.93,0.0500,1800.0000,backfill-mempool
2018-09-08,4045.68,6.069,53.16,0.0500,1800.0000,backfill-mempool
2018-09-09,4332.50,6.499,56.93,0.0500,1800.0000,backfill-mempool
2018-09-10,3663.98,5.496,48.14,0.0500,1800.0000,backfill-mempool
2018-09-11,3717.10,5.576,48.84,0.0500,1800.0000,backfill-mempool
2018-09-12,4508.75,6.763,59.24,0.0500,1800.0000,backfill-mempool
2018-09-13,3951.66,5.927,51.92,0.0500,1800.0000,backfill-mempool
2018-09-14,3556.38,5.335,46.73,0.0500,1800.0000,backfill-mempool
2018-09-15,3722.88,5.584,48.92,0.0500,1800.0000,backfill-mempool
2018-09-16,3786.11,5.679,49.75,0.0500,1800.0000,backfill-mempool
2018-09-17,3537.22,5.306,46.48,0.0500,1800.0000,backfill-mempool
2018-09-18,3802.00,5.703,49.96,0.0500,1800.0000,backfill-mempool
2018-09-19,4169.94,6.255,54.79,0.0500,1800.0000,backfill-mempool
2018-09-20,4127.60,6.191,54.24,0.0500,1800.0000,backfill-mempool
2018-09-21,3948.47,5.923,51.88,0.0500,1800.0000,backfill-mempool
2018-09-22,4206.07,6.309,55.27,0.0500,1800.0000,backfill-mempool
2018-09-23,4101.91,6.153,53.90,0.0500,1800.0000,backfill-mempool
2018-09-24,4048.63,6.073,53.20,0.0500,1800.0000,backfill-mempool
2018-09-25,4574.53,6.862,60.11,0.0500,1800.0000,backfill-mempool
2018-09-26,3796.39,5.695,49.88,0.0500,1800.0000,backfill-mempool
2018-09-27,3931.67,5.898,51.66,0.0500,1800.0000,backfill-mempool
2018-09-28,4186.60,6.280,55.01,0.0500,1800.0000,backfill-mempool
2018-09-29,4184.83,6.277,54.99,0.0500,1800.0000,backfill-mempool
2018-09-30,4401.35,6.602,57.83,0.0500,1800.0000,backfill-mempool
2018-10-01,4299.26,6.449,56.49,0.0500,1800.0000,backfill-mempool
2018-10-02,3715.09,5.573,48.82,0.0500,1800.0000,backfill-mempool
2018-10-03,3952.74,5.929,51.94,0.0500,1800.0000,backfill-mempool
2018-10-04,4208.76,6.313,55.30,0.0500,1800.0000,backfill-mempool
2018-10-05,3691.37,5.537,48.50,0.0500,1800.0000,backfill-mempool
2018-10-06,3557.25,5.336,46.74,0.0500,1800.0000,backfill-mempool
2018-10-07,4080.54,6.121,53.62,0.0500,1800.0000,backfill-mempool
2018-10-08,3782.33,5.673,49.70,0.0500,1800.0000,backfill-mempool
2018-10-09,3699.71,5.550,48.61,0.0500,1800.0000,backfill-mempool
2018-10-10,4108.48,6.163,53.99,0.0500,1800.0000,backfill-mempool
2018-10-11,4498.59,6.748,59.11,0.0500,1800.0000,backfill-mempool
2018-10-12,3744.86,5.617,49.21,0.0500,1800.0000,backfill-mempool
2018-10-13,4013.60,6.020,52.74,0.0500,1800.0000,backfill-mempool
2018-10-14,3234.35,4.852,42.50,0.0500,1800.0000,backfill-mempool
2018-10-15,4630.33,6.945,60.84,0.0500,1800.0000,backfill-mempool
2018-10-16,3853.04,5.780,50.63,0.0500,1800.0000,backfill-mempool
2018-10-17,3876.42,5.815,50.94,0.0500,1800.0000,backfill-mempool
2018-10-18,3921.94,5.883,51.53,0.0500,1800.0000,backfill-mempool
2018-10-19,3950.37,5.926,51.91,0.0500,1800.0000,backfill-mempool
2018-10-20,3838.28,5.757,50.43,0.0500,1800.0000,backfill-mempool
2018-10-21,3777.07,5.666,49.63,0.0500,1800.0000,backfill-mempool
2018-10-22,4260.85,6.391,55.99,0.0500,1800.0000,backfill-mempool
2018-10-23,4263.89,6.396,56.03,0.0500,1800.0000,backfill-mempool
2018-10-24,3054.01,4.581,40.13,0.0500,1800.0000,backfill-mempool
2018-10-25,3778.21,5.667,49.65,0.0500,1800.0000,backfill-mempool
2018-10-26,3900.11,5.850,51.25,0.0500,1800.0000,backfill-mempool
2018-10-27,3719.02,5.579,48.87,0.0500,1800.0000,backfill-mempool
2018-10-28,3813.89,5.721,50.11,0.0500,1800.0000,backfill-mempool
2018-10-29,4030.78,6.046,52.96,0.0500,1800.0000,backfill-mempool
2018-10-30,4199.34,6.299,55.18,0.0500,1800.0000,backfill-mempool
2018-10-31,4447.53,6.671,58.44,0.0500,1800.0000,backfill-mempool
2018-11-01,4263.98,6.396,56.03,0.0500,1800.0000,backfill-mempool
2018-11-02,3911.60,5.867,51.40,0.0500,1800.0000,backfill-mempool
2018-11-03,4379.51,6.569,57.55,0.0500,1800.0000,backfill-mempool
2018-11-04,3507.22,5.261,46.08,0.0500,1800.0000,backfill-mempool
2018-11-05,3799.47,5.699,49.93,0.0500,1800.0000,backfill-mempool
2018-11-06,3504.09,5.256,46.04,0.0500,1800.0000,backfill-mempool
2018-11-07,3605.78,5.409,47.38,0.0500,1800.0000,backfill-mempool
2018-11-08,3270.19,4.905,42.97,0.0500,1800.0000,backfill-mempool
2018-11-09,3477.19,5.216,45.69,0.0500,1800.0000,backfill-mempool
2018-11-10,3598.20,5.397,47.28,0.0500,1800.0000,backfill-mempool
2018-11-11,4013.99,6.021,52.74,0.0500,1800.0000,backfill-mempool
2018-11-12,3806.87,5.710,50.02,0.0500,1800.0000,backfill-mempool
2018-11-13,3275.91,4.914,43.05,0.0500,1800.0000,backfill-mempool
2018-11-14,3688.03,5.532,48.46,0.0500,1800.0000,backfill-mempool
2018-11-15,3476.47,5.215,45.68,0.0500,1800.0000,backfill-mempool
2018-11-16,3450.16,5.175,45.34,0.0500,1800.0000,backfill-mempool
2018-11-17,3675.65,5.513,48.30,0.0500,1800.0000,backfill-mempool
2018-11-18,3120.31,4.680,41.00,0.0500,1800.0000,backfill-mempool
2018-11-19,3203.02,4.805,42.09,0.0500,1800.0000,backfill-mempool
2018-11-20,3347.11,5.021,43.98,0.0500,1800.0000,backfill-mempool
2018-11-21,2665.87,3.999,35.03,0.0500,1800.0000,backfill-mempool
2018-11-22,3073.80,4.611,40.39,0.0500,1800.0000,backfill-mempool
2018-11-23,3223.91,4.836,42.36,0.0500,1800.0000,backfill-mempool
2018-11-24,3583.57,5.375,47.09,0.0500,1800.0000,backfill-mempool
2018-11-25,3206.67,4.810,42.14,0.0500,1800.0000,backfill-mempool
2018-11-26,2817.33,4.226,37.02,0.0500,1800.0000,backfill-mempool
2018-11-27,3320.53,4.981,43.63,0.0500,1800.0000,backfill-mempool
2018-11-28,2989.52,4.484,39.28,0.0500,1800.0000,backfill-mempool
2018-11-29,2712.17,4.068,35.64,0.0500,1800.0000,backfill-mempool
2018-11-30,2519.47,3.779,33.11,0.0500,1800.0000,backfill-mempool
2018-12-01,3170.94,4.756,41.67,0.0500,1800.0000,backfill-mempool
2018-12-02,2866.01,4.299,37.66,0.0500,1800.0000,backfill-mempool
2018-12-03,2711.60,4.067,35.63,0.0500,1800.0000,backfill-mempool
2018-12-04,2957.33,4.436,38.86,0.0500,1800.0000,backfill-mempool
2018-12-05,2795.30,4.193,36.73,0.0500,1800.0000,backfill-mempool
2018-12-06,2895.98,4.344,38.05,0.0500,1800.0000,backfill-mempool
2018-12-07,2497.33,3.746,32.81,0.0500,1800.0000,backfill-mempool
2018-12-08,2690.28,4.035,35.35,0.0500,1800.0000,backfill-mempool
2018-12-09,2746.61,4.120,36.09,0.0500,1800.0000,backfill-mempool
2018-12-10,2670.30,4.005,35.09,0.0500,1800.0000,backfill-mempool
2018-12-11,2702.10,4.053,35.51,0.0500,1800.0000,backfill-mempool
2018-12-12,2572.51,3.859,33.80,0.0500,1800.0000,backfill-mempool
2018-12-13,2817.35,4.226,37.02,0.0500,1800.0000,backfill-mempool
2018-12-14,3197.80,4.797,42.02,0.0500,1800.0000,backfill-mempool
2018-12-15,3192.40,4.789,41.95,0.0500,1800.0000,backfill-mempool
2018-12-16,2446.31,3.669,32.14,0.0500,1800.0000,backfill-mempool
2018-12-17,3443.43,5.165,45.25,0.0500,1800.0000,backfill-mempool
2018-12-18,2756.98,4.135,36.23,0.0500,1800.0000,backfill-mempool
2018-12-19,2885.97,4.329,37.92,0.0500,1800.0000,backfill-mempool
2018-12-20,2633.34,3.950,34.60,0.0500,1800.0000,backfill-mempool
2018-12-21,2723.32,4.085,35.78,0.0500,1800.0000,backfill-mempool
2018-12-22,3402.14,5.103,44.70,0.0500,1800.0000,backfill-mempool
2018-12-23,3422.41,5.134,44.97,0.0500,1800.0000,backfill-mempool
2018-12-24,3026.67,4.540,39.77,0.0500,1800.0000,backfill-mempool
2018-12-25,3026.63,4.540,39.77,0.0500,1800.0000,backfill-mempool
2018-12-26,3052.06,4.578,40.10,0.0500,1800.0000,backfill-mempool
2018-12-27,3443.41,5.165,45.25,0.0500,1800.0000,backfill-mempool
2018-12-28,3214.28,4.821,42.24,0.0500,1800.0000,backfill-mempool
2018-12-29,2692.82,4.039,35.38,0.0500,1800.0000,backfill-mempool
2018-12-30,3394.62,5.092,44.61,0.0500,1800.0000,backfill-mempool
2018-12-31,3102.94,4.654,40.77,0.0500,1800.0000,backfill-mempool
2019-01-01,3213.44,4.820,42.22,0.0500,1800.0000,backfill-mempool
2019-01-02,3216.63,4.825,42.27,0.0500,1800.0000,backfill-mempool
2019-01-03,3303.99,4.956,43.41,0.0500,1800.0000,backfill-mempool
2019-01-04,3186.49,4.780,41.87,0.0500,1800.0000,backfill-mempool
2019-01-05,3590.07,5.385,47.17,0.0500,1800.0000,backfill-mempool
2019-01-06,2947.53,4.421,38.73,0.0500,1800.0000,backfill-mempool
2019-01-07,2984.62,4.477,39.22,0.0500,1800.0000,backfill-mempool
2019-01-08,3619.63,5.429,47.56,0.0500,1800.0000,backfill-mempool
2019-01-09,3504.43,5.257,46.05,0.0500,1800.0000,backfill-mempool
2019-01-10,3309.86,4.965,43.49,0.0500,1800.0000,backfill-mempool
2019-01-11,3157.68,4.737,41.49,0.0500,1800.0000,backfill-mempool
2019-01-12,2949.98,4.425,38.76,0.0500,1800.0000,backfill-mempool
2019-01-13,2904.20,4.356,38.16,0.0500,1800.0000,backfill-mempool
2019-01-14,3330.76,4.996,43.77,0.0500,1800.0000,backfill-mempool
2019-01-15,2949.73,4.425,38.76,0.0500,1800.0000,backfill-mempool
2019-01-16,2964.70,4.447,38.96,0.0500,1800.0000,backfill-mempool
2019-01-17,2822.04,4.233,37.08,0.0500,1800.0000,backfill-mempool
2019-01-18,3057.40,4.586,40.17,0.0500,1800.0000,backfill-mempool
2019-01-19,2948.98,4.423,38.75,0.0500,1800.0000,backfill-mempool
2019-01-20,3490.70,5.236,45.87,0.0500,1800.0000,backfill-mempool
2019-01-21,3324.91,4.987,43.69,0.0500,1800.0000,backfill-mempool
2019-01-22,2893.64,4.340,38.02,0.0500,1800.0000,backfill-mempool
2019-01-23,3262.64,4.894,42.87,0.0500,1800.0000,backfill-mempool
2019-01-24,3576.22,5.364,46.99,0.0500,1800.0000,backfill-mempool
2019-01-25,3037.73,4.557,39.92,0.0500,1800.0000,backfill-mempool
2019-01-26,3325.98,4.989,43.70,0.0500,1800.0000,backfill-mempool
2019-01-27,3041.90,4.563,39.97,0.0500,1800.0000,backfill-mempool
2019-01-28,3188.61,4.783,41.90,0.0500,1800.0000,backfill-mempool
2019-01-29,3185.81,4.779,41.86,0.0500,1800.0000,backfill-mempool
2019-01-30,2965.45,4.448,38.97,0.0500,1800.0000,backfill-mempool
2019-01-31,3441.21,5.162,45.22,0.0500,1800.0000,backfill-mempool
2019-02-01,3393.93,5.091,44.60,0.0500,1800.0000,backfill-mempool
2019-02-02,3152.12,4.728,41.42,0.0500,1800.0000,backfill-mempool
2019-02-03,3026.45,4.540,39.77,0.0500,1800.0000,backfill-mempool
2019-02-04,3200.15,4.800,42.05,0.0500,1800.0000,backfill-mempool
2019-02-05,3189.42,4.784,41.91,0.0500,1800.0000,backfill-mempool
2019-02-06,3577.40,5.366,47.01,0.0500,1800.0000,backfill-mempool
2019-02-07,3778.06,5.667,49.64,0.0500,1800.0000,backfill-mempool
2019-02-08,3543.47,5.315,46.56,0.0500,1800.0000,backfill-mempool
2019-02-09,3270.02,4.905,42.97,0.0500,1800.0000,backfill-mempool
2019-02-10,3092.77,4.639,40.64,0.0500,1800.0000,backfill-mempool
2019-02-11,3267.30,4.901,42.93,0.0500,1800.0000,backfill-mempool
2019-02-12,2916.59,4.375,38.32,0.0500,1800.0000,backfill-mempool
2019-02-13,3448.98,5.173,45.32,0.0500,1800.0000,backfill-mempool
2019-02-14,3244.03,4.866,42.63,0.0500,1800.0000,backfill-mempool
2019-02-15,2827.17,4.241,37.15,0.0500,1800.0000,backfill-mempool
2019-02-16,3392.85,5.089,44.58,0.0500,1800.0000,backfill-mempool
2019-02-17,3571.46,5.357,46.93,0.0500,1800.0000,backfill-mempool
2019-02-18,3508.14,5.262,46.10,0.0500,1800.0000,backfill-mempool
2019-02-19,3521.57,5.282,46.27,0.0500,1800.0000,backfill-mempool
2019-02-20,2924.61,4.387,38.43,0.0500,1800.0000,backfill-mempool
2019-02-21,2702.10,4.053,35.51,0.0500,1800.0000,backfill-mempool
2019-02-22,3632.03,5.448,47.72,0.0500,1800.0000,backfill-mempool
2019-02-23,3250.30,4.875,42.71,0.0500,1800.0000,backfill-mempool
2019-02-24,3089.65,4.634,40.60,0.0500,1800.0000,backfill-mempool
2019-02-25,3233.96,4.851,42.49,0.0500,1800.0000,backfill-mempool
